Name	Field	N	Type	RA	Dec		
OGLE-LMC-RRLYR-20107	LMC173.7	15081	RRab	05:36:35.47	-68:05:56.30		
OGLE-LMC-RRLYR-20109	LMC177.5	67052	RRab	05:36:35.72	-70:08:14.50	LMC_SC16_179813	
OGLE-LMC-RRLYR-20110	LMC171.2	56917	RRab	05:36:35.75	-71:01:55.70	14.9103.938	
OGLE-LMC-RRLYR-20111	LMC174.5	24406	RRab	05:36:35.87	-68:27:13.90		
OGLE-LMC-RRLYR-20112	LMC171.3	63444	RRab	05:36:35.97	-70:55:36.30	14.9105.1522	
OGLE-LMC-RRLYR-20113	LMC172.1	38544	RRab	05:36:36.26	-71:46:37.50		
OGLE-LMC-RRLYR-20114	LMC177.7	54050	RRab	05:36:36.53	-70:27:03.20	LMC_SC16_155249	
OGLE-LMC-RRLYR-20116	LMC176.5	43069	RRab	05:36:37.09	-69:36:00.90	81.9125.1127	
OGLE-LMC-RRLYR-20117	LMC172.4	24405	RRab	05:36:37.23	-71:27:35.20	14.9097.788	
OGLE-LMC-RRLYR-20118	LMC176.7	60547	RRab	05:36:37.27	-69:53:30.10	LMC_SC16_195808	81.9121.687
OGLE-LMC-RRLYR-20119	LMC175.8	13033	RRab	05:36:37.53	-69:28:38.50	81.9127.950	
OGLE-LMC-RRLYR-20122	LMC174.6	27182	RRab	05:36:38.42	-68:31:35.60		
OGLE-LMC-RRLYR-20124	LMC177.5	1712	RRab	05:36:38.85	-70:13:45.80	LMC_SC16_169697	
OGLE-LMC-RRLYR-20125	LMC176.5	43095	RRab	05:36:38.86	-69:33:49.20	81.9125.757	
OGLE-LMC-RRLYR-20126	LMC177.7	52022	RRab	05:36:38.88	-70:27:23.00	LMC_SC16_151453	
OGLE-LMC-RRLYR-20127	LMC175.8	13055	RRab	05:36:38.99	-69:28:47.40		
OGLE-LMC-RRLYR-20129	LMC175.8	54228	RRab	05:36:39.03	-69:24:08.90	82.9128.762	
OGLE-LMC-RRLYR-20131	LMC177.7	53069	RRab	05:36:39.28	-70:28:39.40	LMC_SC16_151866	11.9112.1305
OGLE-LMC-RRLYR-20132	LMC172.3	21187	RRab	05:36:39.36	-71:33:18.60		
OGLE-LMC-RRLYR-20134	LMC174.8	29046	RRab	05:36:39.93	-68:57:03.10		
OGLE-LMC-RRLYR-20135	LMC171.3	29269	RRab	05:36:40.01	-70:57:02.30	14.9105.1640	
OGLE-LMC-RRLYR-20136	LMC177.6	2765	RRab	05:36:40.18	-70:24:41.90	LMC_SC16_156516	
OGLE-LMC-RRLYR-20137	LMC175.6	35326	RRab	05:36:40.24	-69:09:45.00		
OGLE-LMC-RRLYR-20141	LMC175.5	7579	RRab	05:36:41.35	-69:05:03.30		
OGLE-LMC-RRLYR-20143	LMC172.2	19509	RRab	05:36:41.76	-71:41:19.10		
OGLE-LMC-RRLYR-20145	LMC178.6	29501	RRab	05:36:41.89	-70:55:17.10	14.9105.1047	
OGLE-LMC-RRLYR-20146	LMC175.6	8826	RRab	05:36:42.17	-69:10:45.90	82.9131.735	
OGLE-LMC-RRLYR-20147	LMC177.7	2180	RRab	05:36:42.33	-70:33:47.70	LMC_SC16_299050	11.9110.1144
OGLE-LMC-RRLYR-20148	LMC174.5	24487	RRab	05:36:42.38	-68:24:28.40		
OGLE-LMC-RRLYR-20149	LMC175.8	13132	RRab	05:36:42.45	-69:31:00.40		
OGLE-LMC-RRLYR-20151	LMC174.5	24496	RRab	05:36:42.91	-68:27:58.90		
OGLE-LMC-RRLYR-20152	LMC177.8	47140	RRab	05:36:43.15	-70:36:12.00	LMC_SC16_144607	
OGLE-LMC-RRLYR-20153	LMC176.8	59375	RRab	05:36:43.26	-70:04:05.90		
OGLE-LMC-RRLYR-20154	LMC172.4	55185	RRab	05:36:43.31	-71:21:38.30	14.9099.541	
OGLE-LMC-RRLYR-20155	LMC172.2	19519	RRab	05:36:43.36	-71:44:51.20		
OGLE-LMC-RRLYR-20157	LMC174.5	24501	RRab	05:36:43.42	-68:24:01.60		
OGLE-LMC-RRLYR-20161	LMC177.6	2840	RRab	05:36:44.52	-70:21:56.70	LMC_SC16_160351	
OGLE-LMC-RRLYR-20162	LMC176.8	18004	RRab	05:36:44.91	-70:04:32.40	LMC_SC16_184702	81.9118.1668
OGLE-LMC-RRLYR-20163	LMC174.5	24533	RRab	05:36:44.97	-68:24:20.90		
OGLE-LMC-RRLYR-20164	LMC176.8	15860	RRab	05:36:45.28	-70:04:44.10	LMC_SC16_184646	81.9118.1482
OGLE-LMC-RRLYR-20165	LMC175.8	54338	RRab	05:36:45.47	-69:26:36.50		
OGLE-LMC-RRLYR-20166	LMC175.8	54346	RRab	05:36:45.97	-69:25:58.00		
OGLE-LMC-RRLYR-20168	LMC175.8	13197	RRab	05:36:46.08	-69:31:12.10	81.9126.821	
OGLE-LMC-RRLYR-20169	LMC175.8	54352	RRab	05:36:46.50	-69:28:06.20	81.9127.1128	
OGLE-LMC-RRLYR-20170	LMC177.7	54257	RRab	05:36:46.73	-70:30:29.30	LMC_SC16_152202	11.9111.980
OGLE-LMC-RRLYR-20172	LMC174.5	24562	RRab	05:36:47.00	-68:25:03.00		
OGLE-LMC-RRLYR-20174	LMC175.7	13451	RRab	05:36:47.22	-69:20:08.30		
OGLE-LMC-RRLYR-20175	LMC175.6	35446	RRab	05:36:47.48	-69:09:57.20		
OGLE-LMC-RRLYR-20178	LMC177.7	2264	RRab	05:36:47.63	-70:32:02.70	LMC_SC16_149222	11.9111.813
OGLE-LMC-RRLYR-20179	LMC175.8	13229	RRab	05:36:47.79	-69:29:32.10		
OGLE-LMC-RRLYR-20180	LMC176.8	60424	RRab	05:36:47.96	-70:03:53.70	LMC_SC16_184896	81.9118.1811
OGLE-LMC-RRLYR-20181	LMC177.6	2918	RRab	05:36:48.76	-70:22:13.90	LMC_SC16_160284	
OGLE-LMC-RRLYR-20182	LMC176.7	60865	RRab	05:36:48.77	-69:51:03.50	LMC_SC16_199412	81.9121.1234
OGLE-LMC-RRLYR-20183	LMC173.6	16203	RRab	05:36:49.64	-68:00:16.20		
OGLE-LMC-RRLYR-20184	LMC175.5	40337	RRab	05:36:49.75	-68:57:48.10		
OGLE-LMC-RRLYR-20186	LMC173.8	17191	RRab	05:36:50.83	-68:21:40.40		
OGLE-LMC-RRLYR-20187	LMC175.8	23082	RRab	05:36:51.04	-69:32:10.60	81.9126.995	
OGLE-LMC-RRLYR-20188	LMC176.6	52635	RRab	05:36:51.06	-69:42:21.20	LMC_SC16_207431	81.9123.1404
OGLE-LMC-RRLYR-20189	LMC172.4	55271	RRab	05:36:51.08	-71:22:13.70	14.9098.707	
OGLE-LMC-RRLYR-20190	LMC174.6	27376	RRab	05:36:51.61	-68:32:39.40		
OGLE-LMC-RRLYR-20191	LMC174.7	27332	RRab	05:36:51.85	-68:46:18.10		
OGLE-LMC-RRLYR-20192	LMC175.5	12843	RRab	05:36:51.96	-69:05:04.80		
OGLE-LMC-RRLYR-20193	LMC172.4	24522	RRab	05:36:52.05	-71:27:42.30	14.9097.692	
OGLE-LMC-RRLYR-20194	LMC174.7	27336	RRab	05:36:52.19	-68:41:30.70		
OGLE-LMC-RRLYR-20196	LMC172.2	45040	RRab	05:36:52.44	-71:40:58.60		
OGLE-LMC-RRLYR-20197	LMC176.5	10667	RRab	05:36:52.56	-69:40:29.40	81.9124.505	
OGLE-LMC-RRLYR-20198	LMC172.3	49681	RRab	05:36:53.54	-71:28:20.70	14.9097.771	
OGLE-LMC-RRLYR-20200	LMC176.7	60989	RRab	05:36:53.63	-69:51:17.70	LMC_SC16_199363	81.9121.1412
OGLE-LMC-RRLYR-20201	LMC176.6	14078	RRab	05:36:53.78	-69:49:31.80	LMC_SC16_199735	81.9122.348
OGLE-LMC-RRLYR-20202	LMC178.5	32540	RRab	05:36:53.78	-70:46:03.60	11.9107.1149	
OGLE-LMC-RRLYR-20204	LMC174.6	27411	RRab	05:36:53.91	-68:30:50.20		
OGLE-LMC-RRLYR-20205	LMC175.7	23663	RRab	05:36:53.95	-69:21:58.50	82.9128.982	
OGLE-LMC-RRLYR-20206	LMC176.8	60589	RRab	05:36:53.99	-70:00:45.10	LMC_SC16_188752	
OGLE-LMC-RRLYR-20207	LMC173.5	16635	RRab	05:36:54.04	-67:52:52.80		
OGLE-LMC-RRLYR-20209	LMC177.5	3716	RRab	05:36:54.35	-70:12:37.10	LMC_SC16_174198	11.9116.1579
OGLE-LMC-RRLYR-20210	LMC176.8	16192	RRab	05:36:54.40	-70:05:01.20	LMC_SC16_184573	81.9118.1785
OGLE-LMC-RRLYR-20211	LMC176.7	16372	RRab	05:36:54.51	-69:57:09.10	LMC_SC16_193395	81.9120.1719
OGLE-LMC-RRLYR-20212	LMC176.8	14708	RRab	05:36:54.87	-70:05:44.10	LMC_SC16_183533	
OGLE-LMC-RRLYR-20213	LMC178.7	32102	RRab	05:36:54.88	-71:02:50.30		
OGLE-LMC-RRLYR-20214	LMC178.8	28823	RRab	05:36:54.88	-71:10:38.30	14.9101.798	
OGLE-LMC-RRLYR-20216	LMC177.6	76479	RRab	05:36:55.57	-70:16:43.10	LMC_SC16_168857	11.9115.2291
OGLE-LMC-RRLYR-20218	LMC173.5	16650	RRab	05:36:55.77	-67:51:03.10		
OGLE-LMC-RRLYR-20219	LMC176.7	61041	RRab	05:36:55.86	-69:53:15.20	LMC_SC16_195859	
OGLE-LMC-RRLYR-20220	LMC178.8	28838	RRab	05:36:55.87	-71:11:00.40	14.9101.773	
OGLE-LMC-RRLYR-20221	LMC176.5	43373	RRab	05:36:56.09	-69:35:58.20	81.9125.446	
OGLE-LMC-RRLYR-20222	LMC176.8	16261	RRab	05:36:56.10	-70:05:51.50	LMC_SC16_184339	
OGLE-LMC-RRLYR-20223	LMC177.6	75160	RRab	05:36:56.41	-70:20:09.40	LMC_SC16_163303	11.9114.1256
OGLE-LMC-RRLYR-20225	LMC172.4	24565	RRab	05:36:56.92	-71:24:26.90	14.9098.607	
OGLE-LMC-RRLYR-20226	LMC173.7	15316	RRab	05:36:57.10	-68:11:25.60		
OGLE-LMC-RRLYR-20227	LMC176.5	12051	RRab	05:36:57.39	-69:41:14.00		
OGLE-LMC-RRLYR-20228	LMC175.6	17436	RRab	05:36:57.52	-69:14:58.20		
OGLE-LMC-RRLYR-20229	LMC176.6	12740	RRab	05:36:57.55	-69:48:30.30	LMC_SC16_202093	
OGLE-LMC-RRLYR-20231	LMC177.5	20132	RRab	05:36:57.96	-70:14:13.90	LMC_SC16_169568	
OGLE-LMC-RRLYR-20233	LMC174.7	27459	RRab	05:36:58.10	-68:46:20.20		
OGLE-LMC-RRLYR-20234	LMC172.4	55336	RRab	05:36:58.29	-71:22:08.00		
OGLE-LMC-RRLYR-20236	LMC180.7	1649	RRab	05:36:59.07	-72:19:22.30		
OGLE-LMC-RRLYR-20237	LMC172.1	38696	RRab	05:36:59.11	-71:49:49.40		
OGLE-LMC-RRLYR-20238	LMC173.6	16324	RRab	05:36:59.21	-68:03:15.90		
OGLE-LMC-RRLYR-20240	LMC172.4	24580	RRab	05:36:59.39	-71:25:13.50	14.9219.583	
OGLE-LMC-RRLYR-20241	LMC177.7	68204	RRab	05:36:59.66	-70:30:19.40	LMC_SC16_215914	
OGLE-LMC-RRLYR-20242	LMC178.7	1114	RRab	05:36:59.82	-71:08:46.80		
OGLE-LMC-RRLYR-20243	LMC176.8	62531	RRab	05:36:59.83	-70:04:03.50	LMC_SC16_248867	
OGLE-LMC-RRLYR-20244	LMC175.5	39803	RRab	05:36:59.88	-69:00:10.30		
OGLE-LMC-RRLYR-20245	LMC178.7	31277	RRab	05:36:59.89	-71:05:21.60	14.9224.862	
OGLE-LMC-RRLYR-20246	LMC175.6	43492	RRab	05:36:59.96	-69:10:02.50		
OGLE-LMC-RRLYR-20247	LMC176.7	61150	RRab	05:37:00.00	-69:55:05.40	LMC_SC16_258232	81.9241.1217
OGLE-LMC-RRLYR-20249	LMC180.6	1974	RRab	05:37:00.16	-72:09:58.90		
OGLE-LMC-RRLYR-20250	LMC173.8	17328	RRab	05:37:00.51	-68:19:33.00		
OGLE-LMC-RRLYR-20251	LMC174.6	27512	RRab	05:37:00.61	-68:33:29.30		
OGLE-LMC-RRLYR-20252	LMC173.5	16710	RRab	05:37:00.61	-67:46:22.50		
OGLE-LMC-RRLYR-20253	LMC174.8	27631	RRab	05:37:00.72	-68:52:22.80		
OGLE-LMC-RRLYR-20254	LMC178.7	31292	RRab	05:37:00.97	-71:04:58.30		
OGLE-LMC-RRLYR-20255	LMC172.1	38715	RRab	05:37:01.16	-71:50:15.10		
OGLE-LMC-RRLYR-20256	LMC175.6	17527	RRab	05:37:01.94	-69:10:43.00		
OGLE-LMC-RRLYR-20258	LMC177.6	17121	RRab	05:37:02.40	-70:22:46.90	LMC_SC16_223730	
OGLE-LMC-RRLYR-20259	LMC176.8	18835	RRab	05:37:02.58	-70:07:41.30	LMC_SC16_242575	
OGLE-LMC-RRLYR-20261	LMC180.8	1463	RRab	05:37:02.84	-72:28:24.30		
OGLE-LMC-RRLYR-20262	LMC176.6	14364	RRab	05:37:02.98	-69:49:20.40	LMC_SC16_262143	
OGLE-LMC-RRLYR-20263	LMC176.5	10891	RRab	05:37:03.06	-69:37:44.70	81.9245.1448	
OGLE-LMC-RRLYR-20266	LMC172.1	38733	RRab	05:37:03.50	-71:49:44.90		
OGLE-LMC-RRLYR-20267	LMC175.8	65288	RRab	05:37:03.56	-69:27:21.50	81.9248.1357	
OGLE-LMC-RRLYR-20269	LMC174.7	27596	RRab	05:37:04.00	-68:44:53.20		
OGLE-LMC-RRLYR-20271	LMC176.6	52981	RRab	05:37:04.41	-69:43:56.50		
OGLE-LMC-RRLYR-20272	LMC172.1	38742	RRab	05:37:04.53	-71:46:51.60		
OGLE-LMC-RRLYR-20274	LMC177.6	17175	RRab	05:37:04.54	-70:23:34.40	LMC_SC16_222831	
OGLE-LMC-RRLYR-20275	LMC173.5	16770	RRab	05:37:04.79	-67:52:21.20		
OGLE-LMC-RRLYR-20277	LMC174.7	27614	RRab	05:37:04.89	-68:41:24.30		
OGLE-LMC-RRLYR-20278	LMC175.7	63857	RRab	05:37:05.23	-69:17:56.80	82.9250.191	
OGLE-LMC-RRLYR-20280	LMC174.6	27600	RRab	05:37:06.16	-68:38:56.50		
OGLE-LMC-RRLYR-20281	LMC180.8	542	RRab	05:37:06.23	-72:26:44.00		
OGLE-LMC-RRLYR-20282	LMC180.7	1703	RRab	05:37:06.30	-72:12:27.70		
OGLE-LMC-RRLYR-20284	LMC175.7	63886	RRab	05:37:06.98	-69:18:54.40		
OGLE-LMC-RRLYR-20285	LMC172.2	19696	RRab	05:37:07.02	-71:43:41.20		
OGLE-LMC-RRLYR-20286	LMC177.8	13400	RRab	05:37:07.03	-70:39:57.00	11.9230.623	
OGLE-LMC-RRLYR-20288	LMC176.8	19063	RRab	05:37:07.40	-70:07:39.70	LMC_SC16_242583	
OGLE-LMC-RRLYR-20289	LMC176.8	19516	RRab	05:37:07.60	-70:05:10.20	LMC_SC16_246982	81.9239.1027
OGLE-LMC-RRLYR-20291	LMC178.7	1201	RRab	05:37:07.83	-71:07:06.90	14.9223.805	
OGLE-LMC-RRLYR-20292	LMC176.6	14492	RRab	05:37:07.92	-69:49:44.40	LMC_SC16_262058	81.9242.1911
OGLE-LMC-RRLYR-20294	LMC179.6	21096	RRab	05:37:08.55	-71:31:52.80		
OGLE-LMC-RRLYR-20295	LMC178.8	1013	RRab	05:37:08.65	-71:16:42.90	14.9221.884	
OGLE-LMC-RRLYR-20296	LMC173.7	15468	RRab	05:37:08.66	-68:12:35.40		
OGLE-LMC-RRLYR-20298	LMC177.7	68374	RRab	05:37:09.14	-70:29:55.00	LMC_SC16_215993	
OGLE-LMC-RRLYR-20299	LMC176.8	62868	RRab	05:37:09.42	-70:03:27.30	LMC_SC16_247463	81.9239.2193
OGLE-LMC-RRLYR-20301	LMC176.8	16756	RRab	05:37:09.93	-70:06:45.10	LMC_SC16_242866	
OGLE-LMC-RRLYR-20302	LMC172.1	17192	RRab	05:37:10.04	-71:54:51.40		
OGLE-LMC-RRLYR-20303	LMC177.5	20449	RRab	05:37:10.18	-70:14:24.90	LMC_SC16_232353	
OGLE-LMC-RRLYR-20304	LMC178.8	1044	RRab	05:37:10.18	-71:18:29.10	14.9220.720	
OGLE-LMC-RRLYR-20306	LMC178.7	1230	RRab	05:37:10.32	-71:08:11.50	14.9223.761	
OGLE-LMC-RRLYR-20307	LMC176.7	61447	RRab	05:37:10.48	-69:53:33.70	LMC_SC16_258605	81.9242.1289
OGLE-LMC-RRLYR-20309	LMC175.7	23960	RRab	05:37:10.66	-69:20:51.90		
OGLE-LMC-RRLYR-20310	LMC177.5	84974	RRab	05:37:10.70	-70:08:39.40	LMC_SC16_242251	81.9238.2254
OGLE-LMC-RRLYR-20312	LMC175.5	39937	RRab	05:37:10.90	-68:57:44.20		
OGLE-LMC-RRLYR-20313	LMC175.7	23966	RRab	05:37:11.11	-69:21:34.30		
OGLE-LMC-RRLYR-20314	LMC175.7	23970	RRab	05:37:11.19	-69:21:50.70		
OGLE-LMC-RRLYR-20315	LMC174.5	24911	RRab	05:37:12.54	-68:27:04.10		
OGLE-LMC-RRLYR-20316	LMC173.7	15508	RRab	05:37:12.64	-68:07:26.70		
OGLE-LMC-RRLYR-20317	LMC174.7	27774	RRab	05:37:12.64	-68:43:02.70		
OGLE-LMC-RRLYR-20318	LMC176.7	16955	RRab	05:37:12.83	-69:55:45.70	LMC_SC16_256991	
OGLE-LMC-RRLYR-20319	LMC174.7	31007	RRab	05:37:12.87	-68:44:05.50		
OGLE-LMC-RRLYR-20320	LMC176.8	63024	RRab	05:37:12.93	-69:59:56.90	LMC_SC16_251762	81.9240.2048
OGLE-LMC-RRLYR-20321	LMC173.6	16483	RRab	05:37:13.15	-67:58:24.50		
OGLE-LMC-RRLYR-20325	LMC174.8	27956	RRab	05:37:13.86	-68:55:14.60		
OGLE-LMC-RRLYR-20327	LMC176.7	17011	RRab	05:37:14.16	-69:58:46.20	LMC_SC16_254698	
OGLE-LMC-RRLYR-20328	LMC176.5	11137	RRab	05:37:14.45	-69:40:45.20		
OGLE-LMC-RRLYR-20330	LMC177.7	68460	RRab	05:37:14.55	-70:27:42.50	LMC_SC16_215704	11.9233.703
OGLE-LMC-RRLYR-20331	LMC176.8	61200	RRab	05:37:14.67	-70:03:15.30	LMC_SC16_246528	81.9239.1618
OGLE-LMC-RRLYR-20332	LMC180.5	2411	RRab	05:37:15.03	-71:55:15.90		
OGLE-LMC-RRLYR-20333	LMC177.5	20575	RRab	05:37:15.11	-70:15:51.80	LMC_SC16_231951	11.9236.1990
OGLE-LMC-RRLYR-20334	LMC173.7	15534	RRab	05:37:15.16	-68:07:33.60		
OGLE-LMC-RRLYR-20335	LMC177.7	68482	RRab	05:37:15.29	-70:29:32.10	LMC_SC16_216072	11.9233.535
OGLE-LMC-RRLYR-20336	LMC177.7	15196	RRab	05:37:15.38	-70:34:35.70	LMC_SC16_209451	11.9231.923
OGLE-LMC-RRLYR-20337	LMC176.7	15265	RRab	05:37:15.39	-69:58:12.40	LMC_SC16_254881	81.9240.1763
OGLE-LMC-RRLYR-20338	LMC176.8	63121	RRab	05:37:15.45	-70:01:06.00	LMC_SC16_252733	
OGLE-LMC-RRLYR-20339	LMC178.6	2210	RRab	05:37:15.74	-70:57:24.50	14.9226.1625	
OGLE-LMC-RRLYR-20340	LMC177.7	68492	RRab	05:37:15.91	-70:28:43.00	LMC_SC16_216239	
OGLE-LMC-RRLYR-20341	LMC175.5	12482	RRab	05:37:16.18	-69:01:53.90		
OGLE-LMC-RRLYR-20342	LMC175.5	40012	RRab	05:37:16.46	-68:59:48.60		
OGLE-LMC-RRLYR-20343	LMC175.5	40020	RRab	05:37:16.98	-69:00:03.50		
OGLE-LMC-RRLYR-20344	LMC175.7	24086	RRab	05:37:17.11	-69:20:03.60		
OGLE-LMC-RRLYR-20345	LMC176.6	53278	RRab	05:37:17.23	-69:42:15.80	LMC_SC16_267936	
OGLE-LMC-RRLYR-20346	LMC176.7	13209	RRab	05:37:17.67	-69:58:11.90	LMC_SC16_254885	
OGLE-LMC-RRLYR-20348	LMC173.6	16548	RRab	05:37:17.88	-68:02:22.80		
OGLE-LMC-RRLYR-20349	LMC178.6	29950	RRab	05:37:17.89	-70:54:59.10	14.9226.1407	
OGLE-LMC-RRLYR-20350	LMC177.5	85195	RRab	05:37:17.94	-70:11:53.10	LMC_SC16_236266	
OGLE-LMC-RRLYR-20351	LMC177.8	59318	RRab	05:37:17.95	-70:36:04.90	LMC_SC16_209223	11.9231.936
OGLE-LMC-RRLYR-20352	LMC176.8	71118	RRab	05:37:18.45	-70:00:52.60	LMC_SC16_251506	81.9240.2128
OGLE-LMC-RRLYR-20353	LMC177.8	12683	RRab	05:37:18.60	-70:41:50.00	11.9229.274	
OGLE-LMC-RRLYR-20354	LMC174.7	27914	RRab	05:37:19.67	-68:43:05.90		
OGLE-LMC-RRLYR-20357	LMC176.8	71169	RRab	05:37:19.97	-70:02:02.70	LMC_SC16_251134	81.9239.2726
OGLE-LMC-RRLYR-20358	LMC176.6	23029	RRab	05:37:20.09	-69:48:24.60	LMC_SC16_264752	
OGLE-LMC-RRLYR-20359	LMC176.7	26759	RRab	05:37:20.25	-69:55:38.20	LMC_SC16_255567	
OGLE-LMC-RRLYR-20363	LMC177.8	59362	RRab	05:37:21.16	-70:36:29.20	LMC_SC16_209144	11.9231.866
OGLE-LMC-RRLYR-20364	LMC176.6	60704	RRab	05:37:21.28	-69:44:59.20	LMC_SC16_265452	81.9244.1595
OGLE-LMC-RRLYR-20365	LMC174.5	25023	RRab	05:37:21.29	-68:21:47.00		
OGLE-LMC-RRLYR-20366	LMC173.7	15603	RRab	05:37:21.54	-68:04:00.20		
OGLE-LMC-RRLYR-20367	LMC173.5	16953	RRab	05:37:21.73	-67:48:09.20		
OGLE-LMC-RRLYR-20368	LMC178.8	1211	RRab	05:37:21.75	-71:16:10.00		
OGLE-LMC-RRLYR-20369	LMC177.6	77093	RRab	05:37:21.75	-70:18:53.50	LMC_SC16_228818	
OGLE-LMC-RRLYR-20370	LMC177.5	20728	RRab	05:37:21.79	-70:13:21.30	LMC_SC16_232848	
OGLE-LMC-RRLYR-20371	LMC174.7	27956	RRab	05:37:21.99	-68:42:28.30		
OGLE-LMC-RRLYR-20372	LMC177.7	15327	RRab	05:37:22.14	-70:34:41.20	LMC_SC16_209434	11.9231.1285
OGLE-LMC-RRLYR-20374	LMC177.5	85364	RRab	05:37:22.60	-70:09:02.70	LMC_SC16_242133	
OGLE-LMC-RRLYR-20376	LMC177.7	14826	RRab	05:37:22.70	-70:31:10.50	LMC_SC16_211544	
OGLE-LMC-RRLYR-20378	LMC177.6	77129	RRab	05:37:22.92	-70:21:22.40	LMC_SC16_224032	11.9235.1225
OGLE-LMC-RRLYR-20379	LMC176.6	23110	RRab	05:37:23.26	-69:47:10.00	LMC_SC16_265928	
OGLE-LMC-RRLYR-20380	LMC177.5	83441	RRab	05:37:23.65	-70:08:50.40	LMC_SC16_241216	
OGLE-LMC-RRLYR-20381	LMC175.7	24226	RRab	05:37:23.76	-69:22:42.50		
OGLE-LMC-RRLYR-20382	LMC177.7	68655	RRab	05:37:24.14	-70:27:32.10	LMC_SC16_392165	
OGLE-LMC-RRLYR-20383	LMC174.8	28187	RRab	05:37:24.25	-68:52:50.20		
OGLE-LMC-RRLYR-20384	LMC175.5	40103	RRab	05:37:24.61	-68:57:42.80		
OGLE-LMC-RRLYR-20385	LMC174.8	28200	RRab	05:37:24.81	-68:54:15.00		
OGLE-LMC-RRLYR-20386	LMC179.6	1301	RRab	05:37:24.86	-71:36:34.80		
OGLE-LMC-RRLYR-20387	LMC179.7	522	RRab	05:37:24.93	-71:45:54.70		
OGLE-LMC-RRLYR-20388	LMC174.8	28207	RRab	05:37:25.07	-68:52:26.30		
OGLE-LMC-RRLYR-20389	LMC180.5	2550	RRab	05:37:25.30	-71:59:07.20		
OGLE-LMC-RRLYR-20390	LMC176.7	72085	RRab	05:37:25.73	-69:51:22.20	LMC_SC16_261696	81.9242.984
OGLE-LMC-RRLYR-20391	LMC178.5	1347	RRab	05:37:25.77	-70:50:38.50	11.9227.554	
OGLE-LMC-RRLYR-20392	LMC178.8	29221	RRab	05:37:25.99	-71:12:29.80		
OGLE-LMC-RRLYR-20396	LMC176.5	50854	RRab	05:37:26.81	-69:36:22.00		
OGLE-LMC-RRLYR-20397	LMC174.6	27912	RRab	05:37:27.07	-68:33:59.90		
OGLE-LMC-RRLYR-20398	LMC179.6	666	RRab	05:37:27.24	-71:34:55.20		
OGLE-LMC-RRLYR-20400	LMC176.5	19442	RRab	05:37:27.31	-69:36:57.60		
OGLE-LMC-RRLYR-20401	LMC177.5	20927	RRab	05:37:27.34	-70:13:38.50	LMC_SC16_232730	
OGLE-LMC-RRLYR-20402	LMC176.5	20561	RRab	05:37:27.58	-69:39:01.60		
OGLE-LMC-RRLYR-20404	LMC178.6	2438	RRab	05:37:28.08	-71:00:17.80		
OGLE-LMC-RRLYR-20405	LMC177.8	13725	RRab	05:37:28.11	-70:42:56.70	LMC_SC17_636	11.9229.827
OGLE-LMC-RRLYR-20406	LMC175.8	23654	RRab	05:37:28.16	-69:29:16.50	81.9248.1585	
OGLE-LMC-RRLYR-20407	LMC175.5	40166	RRab	05:37:29.11	-68:58:31.30		
OGLE-LMC-RRLYR-20408	LMC179.8	738	RRab	05:37:29.24	-71:51:46.70		
OGLE-LMC-RRLYR-20409	LMC179.5	657	RRab	05:37:29.33	-71:26:36.20	14.9218.700	
OGLE-LMC-RRLYR-20410	LMC176.5	50900	RRab	05:37:29.39	-69:36:39.90	81.9246.745	
OGLE-LMC-RRLYR-20411	LMC178.5	33029	RRab	05:37:29.44	-70:45:52.90	11.9228.809	
OGLE-LMC-RRLYR-20412	LMC176.6	59699	RRab	05:37:29.48	-69:42:22.80	LMC_SC16_267907	
OGLE-LMC-RRLYR-20413	LMC175.6	43062	RRab	05:37:29.50	-69:06:02.40		
OGLE-LMC-RRLYR-20414	LMC176.5	20613	RRab	05:37:29.59	-69:39:39.30	81.9245.1397	
OGLE-LMC-RRLYR-20415	LMC175.5	13518	RRab	05:37:29.72	-69:04:58.50		
OGLE-LMC-RRLYR-20416	LMC179.5	666	RRab	05:37:29.74	-71:27:48.30	14.9218.609	
OGLE-LMC-RRLYR-20418	LMC179.6	21363	RRab	05:37:30.05	-71:29:55.40	14.9217.238	
OGLE-LMC-RRLYR-20419	LMC175.7	24358	RRab	05:37:30.20	-69:20:17.00		
OGLE-LMC-RRLYR-20420	LMC174.6	27966	RRab	05:37:30.43	-68:38:13.30		
OGLE-LMC-RRLYR-20421	LMC175.8	65796	RRab	05:37:30.54	-69:27:00.30		
OGLE-LMC-RRLYR-20422	LMC175.8	65797	RRab	05:37:30.65	-69:24:56.60		
OGLE-LMC-RRLYR-20425	LMC176.6	23309	RRab	05:37:30.94	-69:48:22.30	LMC_SC16_265500	
OGLE-LMC-RRLYR-20426	LMC175.7	24377	RRab	05:37:31.11	-69:22:35.30		
OGLE-LMC-RRLYR-20427	LMC178.6	37151	RRab	05:37:31.48	-70:54:26.80	14.9226.1679	
OGLE-LMC-RRLYR-20428	LMC177.6	79970	RRab	05:37:31.58	-70:16:50.40	LMC_SC16_228135	11.9236.2177
OGLE-LMC-RRLYR-20431	LMC175.5	40205	RRab	05:37:31.74	-68:59:57.60		
OGLE-LMC-RRLYR-20432	LMC176.7	73786	RRab	05:37:32.34	-69:53:45.70	LMC_SC16_258556	
