Name	Field	N	Type	RA	Dec		
OGLE-LMC-RRLYR-03908	LMC124.3	15185	RRab	05:03:37.09	-67:27:15.50		
OGLE-LMC-RRLYR-03909	LMC122.5	21873	RRab	05:03:37.12	-70:47:09.90	23.3783.433	
OGLE-LMC-RRLYR-03910	LMC125.3	41879	RRab	05:03:37.34	-67:54:50.80	24.3826.783	
OGLE-LMC-RRLYR-03911	LMC121.6	13927	RRab	05:03:37.35	-70:21:50.10		
OGLE-LMC-RRLYR-03912	LMC118.7	1728	RRab	05:03:37.61	-68:48:22.70	LMC_SC14_114561	1.3813.1415
OGLE-LMC-RRLYR-03913	LMC119.7	14334	RRab	05:03:37.81	-69:22:57.10	LMC_SC14_72490	
OGLE-LMC-RRLYR-03914	LMC125.3	18945	RRab	05:03:38.13	-68:01:57.90	19.3824.439	
OGLE-LMC-RRLYR-03915	LMC125.4	16832	RRab	05:03:38.48	-67:51:24.70		
OGLE-LMC-RRLYR-03916	LMC120.6	46651	RRab	05:03:39.25	-69:45:02.20	10.3799.531	
OGLE-LMC-RRLYR-03917	LMC121.5	15184	RRab	05:03:39.36	-70:15:22.70	10.3791.179	
OGLE-LMC-RRLYR-03921	LMC119.6	67549	RRab	05:03:40.03	-69:09:15.10	LMC_SC14_89512	1.3808.1586
OGLE-LMC-RRLYR-03925	LMC119.8	55466	RRab	05:03:40.78	-69:24:37.10	LMC_SC14_72118	1.3804.1766
OGLE-LMC-RRLYR-03926	LMC121.7	11940	RRab	05:03:40.81	-70:32:19.40	23.3787.749	
OGLE-LMC-RRLYR-03927	LMC120.6	46666	RRab	05:03:40.90	-69:44:48.10	10.3799.912	
OGLE-LMC-RRLYR-03928	LMC121.6	13975	RRab	05:03:41.19	-70:25:04.20	23.3789.766	
OGLE-LMC-RRLYR-03929	LMC119.6	14247	RRab	05:03:41.21	-69:10:28.80	LMC_SC14_89234	1.3807.1678
OGLE-LMC-RRLYR-03930	LMC118.8	2190	RRab	05:03:41.35	-68:55:51.80	LMC_SC14_107090	
OGLE-LMC-RRLYR-03931	LMC119.7	14417	RRab	05:03:41.75	-69:19:45.80	LMC_SC14_76835	1.3805.1927
OGLE-LMC-RRLYR-03932	LMC122.7	15693	RRab	05:03:41.93	-71:08:34.50		
OGLE-LMC-RRLYR-03933	LMC123.4	15293	RRab	05:03:41.96	-66:40:25.40	53.3845.89	
OGLE-LMC-RRLYR-03934	LMC120.8	39392	RRab	05:03:42.20	-70:02:22.50		
OGLE-LMC-RRLYR-03935	LMC120.5	10885	RRab	05:03:42.36	-69:38:15.40		
OGLE-LMC-RRLYR-03937	LMC118.6	44607	RRab	05:03:42.73	-68:33:40.30		
OGLE-LMC-RRLYR-03938	LMC118.6	1477	RRab	05:03:42.89	-68:35:36.30		
OGLE-LMC-RRLYR-03939	LMC121.6	13998	RRab	05:03:43.09	-70:23:49.90		
OGLE-LMC-RRLYR-03940	LMC120.6	46690	RRab	05:03:43.19	-69:45:22.80		
OGLE-LMC-RRLYR-03941	LMC118.7	1835	RRab	05:03:43.48	-68:45:59.30	LMC_SC14_118681	1.3813.1549
OGLE-LMC-RRLYR-03942	LMC119.6	67632	RRab	05:03:43.67	-69:09:57.70	LMC_SC14_90185	1.3807.2069
OGLE-LMC-RRLYR-03943	LMC119.6	67630	RRab	05:03:43.73	-69:08:36.00	LMC_SC14_90584	1.3808.1671
OGLE-LMC-RRLYR-03944	LMC121.5	44515	RRab	05:03:44.07	-70:11:17.70	10.3792.470	
OGLE-LMC-RRLYR-03947	LMC120.5	10914	RRab	05:03:44.39	-69:37:58.60	10.3800.972	
OGLE-LMC-RRLYR-03948	LMC122.5	21969	RRab	05:03:44.53	-70:51:00.50	23.3782.265	
OGLE-LMC-RRLYR-03949	LMC119.8	11347	RRab	05:03:44.74	-69:31:01.00	LMC_SC14_64994	
OGLE-LMC-RRLYR-03951	LMC118.6	1508	RRab	05:03:45.12	-68:38:21.40	LMC_SC14_124596	19.3815.763
OGLE-LMC-RRLYR-03952	LMC121.7	11978	RRab	05:03:45.12	-70:33:24.60	23.3787.693	
OGLE-LMC-RRLYR-03953	LMC120.5	10927	RRab	05:03:45.18	-69:39:06.40	10.3800.1218	
OGLE-LMC-RRLYR-03955	LMC121.7	37474	RRab	05:03:45.36	-70:26:13.10	23.3788.606	
OGLE-LMC-RRLYR-03956	LMC123.3	17683	RRab	05:03:45.85	-66:49:55.30	53.3842.437	
OGLE-LMC-RRLYR-03957	LMC121.5	15260	RRab	05:03:46.16	-70:14:10.90	10.3791.334	
OGLE-LMC-RRLYR-03959	LMC120.8	39436	RRab	05:03:46.33	-70:01:38.00	10.3795.943	
OGLE-LMC-RRLYR-03960	LMC123.4	16320	RRab	05:03:46.69	-66:34:50.30	53.3846.269	
OGLE-LMC-RRLYR-03962	LMC117.5	28309	RRab	05:03:46.95	-67:49:36.90	24.3828.531	
OGLE-LMC-RRLYR-03963	LMC121.7	11997	RRab	05:03:47.08	-70:33:13.80	23.3787.634	
OGLE-LMC-RRLYR-03967	LMC119.7	68118	RRab	05:03:47.71	-69:17:49.40	LMC_SC14_80789	
OGLE-LMC-RRLYR-03969	LMC118.8	53239	RRab	05:03:48.05	-68:48:31.80	LMC_SC14_114534	1.3813.1066
OGLE-LMC-RRLYR-03970	LMC123.2	18181	RRab	05:03:48.22	-66:55:51.90		
OGLE-LMC-RRLYR-03972	LMC121.5	43998	RRab	05:03:48.50	-70:09:36.20		
OGLE-LMC-RRLYR-03976	LMC119.8	11417	RRab	05:03:49.12	-69:33:09.10	10.3802.311	
OGLE-LMC-RRLYR-03977	LMC119.6	67756	RRab	05:03:49.29	-69:06:20.30	LMC_SC14_157510	
OGLE-LMC-RRLYR-03980	LMC124.1	14728	RRab	05:03:49.94	-67:45:06.10	24.3829.526	
OGLE-LMC-RRLYR-03981	LMC124.3	15295	RRab	05:03:50.37	-67:26:29.50		
OGLE-LMC-RRLYR-03982	LMC119.6	67791	RRab	05:03:50.71	-69:10:07.40	LMC_SC14_153477	
OGLE-LMC-RRLYR-03983	LMC122.7	16889	RRab	05:03:51.00	-71:06:43.00		
OGLE-LMC-RRLYR-03984	LMC122.8	12958	RRab	05:03:51.12	-71:11:19.90		
OGLE-LMC-RRLYR-03987	LMC121.5	15323	RRab	05:03:51.52	-70:15:01.70		
OGLE-LMC-RRLYR-03988	LMC119.6	14475	RRab	05:03:51.75	-69:12:36.40	LMC_SC14_150408	
OGLE-LMC-RRLYR-03989	LMC118.7	1987	RRab	05:03:51.92	-68:45:44.20	LMC_SC14_183720	1.3813.922
OGLE-LMC-RRLYR-03992	LMC121.5	44612	RRab	05:03:52.22	-70:10:19.60		
OGLE-LMC-RRLYR-03995	LMC119.8	55648	RRab	05:03:52.51	-69:24:21.50	LMC_SC14_135415	1.3804.1442
OGLE-LMC-RRLYR-03996	LMC121.8	32157	RRab	05:03:52.51	-70:38:02.00		
OGLE-LMC-RRLYR-03999	LMC117.6	848	RRab	05:03:53.14	-67:59:44.30	19.3825.795	
OGLE-LMC-RRLYR-04000	LMC118.8	53361	RRab	05:03:53.21	-68:51:01.70	LMC_SC14_176686	1.3812.1091
OGLE-LMC-RRLYR-04001	LMC121.6	14152	RRab	05:03:53.21	-70:22:57.30		
OGLE-LMC-RRLYR-04003	LMC118.8	53379	RRab	05:03:53.59	-68:52:45.00	LMC_SC14_176263	1.3812.1108
OGLE-LMC-RRLYR-04004	LMC122.5	22093	RRab	05:03:53.75	-70:46:37.00	23.3783.296	
OGLE-LMC-RRLYR-04005	LMC120.8	8916	RRab	05:03:53.90	-70:08:32.90	10.3793.644	
OGLE-LMC-RRLYR-04006	LMC117.6	30899	RRab	05:03:54.44	-67:57:50.20	19.3825.528	
OGLE-LMC-RRLYR-04007	LMC119.6	14554	RRab	05:03:54.48	-69:14:41.40	LMC_SC14_149811	1.3806.1601
OGLE-LMC-RRLYR-04008	LMC118.7	2033	RRab	05:03:54.59	-68:45:23.00	LMC_SC14_183117	1.3814.549
OGLE-LMC-RRLYR-04010	LMC121.7	12063	RRab	05:03:55.44	-70:34:23.30	23.3786.714	
OGLE-LMC-RRLYR-04011	LMC117.6	30903	RRab	05:03:55.46	-67:56:11.50		
OGLE-LMC-RRLYR-04013	LMC120.8	15880	RRab	05:03:55.82	-70:06:35.00	10.3793.757	
OGLE-LMC-RRLYR-04014	LMC118.8	13622	RRab	05:03:55.87	-68:56:18.40	LMC_SC14_174592	
OGLE-LMC-RRLYR-04015	LMC120.6	55548	RRab	05:03:56.27	-69:43:46.10	10.3799.811	
OGLE-LMC-RRLYR-04016	LMC123.2	20386	RRab	05:03:56.47	-66:55:36.60	53.3841.648	
OGLE-LMC-RRLYR-04017	LMC121.5	15367	RRab	05:03:56.63	-70:12:26.00	10.3792.704	
OGLE-LMC-RRLYR-04018	LMC119.6	67376	RRab	05:03:57.47	-69:09:43.90	LMC_SC14_153570	
OGLE-LMC-RRLYR-04019	LMC117.8	1195	RRab	05:03:57.48	-68:18:37.40	24.3820.2975	
OGLE-LMC-RRLYR-04021	LMC116.6	905	RRab	05:03:57.92	-67:20:20.50		
OGLE-LMC-RRLYR-04022	LMC119.8	55734	RRab	05:03:57.92	-69:27:13.70	LMC_SC14_131449	
OGLE-LMC-RRLYR-04023	LMC119.7	68320	RRab	05:03:58.03	-69:17:24.90	LMC_SC14_144698	
OGLE-LMC-RRLYR-04029	LMC123.2	18278	RRab	05:03:58.71	-66:57:11.30	53.3841.435	
OGLE-LMC-RRLYR-04030	LMC120.5	20833	RRab	05:03:58.72	-69:39:53.20	10.3800.914	
OGLE-LMC-RRLYR-04034	LMC123.2	18292	RRab	05:03:59.91	-66:59:02.90	53.3840.501	
OGLE-LMC-RRLYR-04036	LMC118.6	50489	RRab	05:04:00.48	-68:34:22.20	19.3816.1177	
OGLE-LMC-RRLYR-04037	LMC117.5	867	RRab	05:04:00.64	-67:52:32.90	24.3827.534	
OGLE-LMC-RRLYR-04038	LMC116.7	2744	RRab	05:04:00.69	-67:28:56.20		
OGLE-LMC-RRLYR-04040	LMC118.8	13631	RRab	05:04:01.39	-68:56:47.70	LMC_SC14_171675	
OGLE-LMC-RRLYR-04041	LMC119.5	15367	RRab	05:04:01.42	-69:05:27.50	LMC_SC14_157717	1.3809.260
OGLE-LMC-RRLYR-04043	LMC122.6	20188	RRab	05:04:02.12	-71:00:59.90		
OGLE-LMC-RRLYR-04044	LMC119.8	11633	RRab	05:04:02.27	-69:29:10.60	LMC_SC14_131097	
OGLE-LMC-RRLYR-04045	LMC118.8	63878	RRab	05:04:02.41	-68:49:55.70	LMC_SC14_179808	1.3812.898
OGLE-LMC-RRLYR-04046	LMC121.8	32259	RRab	05:04:02.59	-70:37:43.90		
OGLE-LMC-RRLYR-04047	LMC118.6	50523	RRab	05:04:02.74	-68:31:25.70	19.3817.682	
OGLE-LMC-RRLYR-04049	LMC120.5	20048	RRab	05:04:03.26	-69:39:04.30	10.3800.836	
OGLE-LMC-RRLYR-04050	LMC117.5	896	RRab	05:04:03.78	-67:54:24.20	24.3826.801	
OGLE-LMC-RRLYR-04053	LMC118.8	13919	RRab	05:04:03.92	-68:54:12.40	LMC_SC14_172566	
OGLE-LMC-RRLYR-04054	LMC116.7	1111	RRab	05:04:04.22	-67:34:50.10		
OGLE-LMC-RRLYR-04057	LMC116.7	1119	RRab	05:04:05.05	-67:32:50.00		
OGLE-LMC-RRLYR-04058	LMC120.8	15996	RRab	05:04:05.05	-70:06:59.10	10.3793.686	
OGLE-LMC-RRLYR-04060	LMC121.6	14320	RRab	05:04:05.85	-70:23:29.40	23.3789.640	
OGLE-LMC-RRLYR-04061	LMC120.6	55653	RRab	05:04:06.11	-69:45:29.80		
OGLE-LMC-RRLYR-04062	LMC119.8	11697	RRab	05:04:06.31	-69:28:56.40	LMC_SC14_131139	
OGLE-LMC-RRLYR-04063	LMC122.6	20231	RRab	05:04:06.38	-70:53:41.40	23.3781.373	
OGLE-LMC-RRLYR-04064	LMC118.6	10097	RRab	05:04:06.53	-68:36:57.10	LMC_SC14_190168	19.3816.886
OGLE-LMC-RRLYR-04065	LMC121.6	43303	RRab	05:04:06.81	-70:20:08.90	23.3790.749	
OGLE-LMC-RRLYR-04066	LMC118.6	9344	RRab	05:04:07.00	-68:35:10.40		
OGLE-LMC-RRLYR-04067	LMC117.8	37186	RRab	05:04:07.19	-68:17:36.20	19.3821.286	
OGLE-LMC-RRLYR-04068	LMC117.6	31004	RRab	05:04:07.26	-67:56:00.20	24.3826.825	
OGLE-LMC-RRLYR-04070	LMC124.3	15414	RRab	05:04:07.34	-67:26:14.30		
OGLE-LMC-RRLYR-04072	LMC118.7	57468	RRab	05:04:08.25	-68:42:51.90	LMC_SC14_186564	
OGLE-LMC-RRLYR-04073	LMC119.7	15010	RRab	05:04:08.27	-69:21:20.60	LMC_SC14_140805	1.3805.1731
OGLE-LMC-RRLYR-04076	LMC120.8	47171	RRab	05:04:08.92	-70:03:25.90		
OGLE-LMC-RRLYR-04077	LMC118.8	14029	RRab	05:04:08.95	-68:56:08.70	LMC_SC14_170931	1.3811.1557
OGLE-LMC-RRLYR-04078	LMC117.8	37211	RRab	05:04:09.02	-68:13:53.20	24.3821.3526	
OGLE-LMC-RRLYR-04080	LMC119.5	68502	RRab	05:04:09.69	-68:59:40.50	LMC_SC14_167113	1.3810.1775
OGLE-LMC-RRLYR-04081	LMC117.6	38	RRab	05:04:09.86	-68:00:20.60	19.3825.18	
OGLE-LMC-RRLYR-04084	LMC117.7	34607	RRab	05:04:10.79	-68:04:24.00	19.3824.591	
OGLE-LMC-RRLYR-04085	LMC120.6	18814	RRab	05:04:11.15	-69:46:41.50		
OGLE-LMC-RRLYR-04086	LMC120.5	63155	RRab	05:04:11.16	-69:33:35.80	10.3802.339	
OGLE-LMC-RRLYR-04087	LMC118.8	64091	RRab	05:04:11.26	-68:51:39.00	LMC_SC14_175707	1.3812.1095
OGLE-LMC-RRLYR-04088	LMC120.6	18817	RRab	05:04:11.31	-69:46:53.50	10.3798.838	
OGLE-LMC-RRLYR-04089	LMC119.6	14901	RRab	05:04:11.33	-69:11:22.80	LMC_SC14_153973	1.3807.1571
OGLE-LMC-RRLYR-04090	LMC118.6	50640	RRab	05:04:11.46	-68:31:10.00	19.3817.842	
OGLE-LMC-RRLYR-04091	LMC119.5	67250	RRab	05:04:11.51	-68:57:09.80	LMC_SC14_170260	
OGLE-LMC-RRLYR-04092	LMC116.6	1111	RRab	05:04:11.68	-67:19:22.80		
OGLE-LMC-RRLYR-04093	LMC118.6	10190	RRab	05:04:11.85	-68:39:31.80	LMC_SC14_189764	19.3815.725
OGLE-LMC-RRLYR-04094	LMC116.5	2801	RRab	05:04:12.20	-67:16:43.30		
OGLE-LMC-RRLYR-04095	LMC121.5	15536	RRab	05:04:12.20	-70:14:22.50		
OGLE-LMC-RRLYR-04096	LMC117.7	1276	RRab	05:04:12.99	-68:09:14.60	24.3823.3253	
OGLE-LMC-RRLYR-04097	LMC118.6	9914	RRab	05:04:13.02	-68:37:42.00	LMC_SC14_190052	
OGLE-LMC-RRLYR-04098	LMC122.6	20297	RRab	05:04:13.17	-70:54:45.20	23.3781.344	
OGLE-LMC-RRLYR-04099	LMC121.7	37752	RRab	05:04:13.33	-70:28:19.70		
OGLE-LMC-RRLYR-04101	LMC121.5	44874	RRab	05:04:13.96	-70:11:05.90		
OGLE-LMC-RRLYR-04102	LMC121.7	12284	RRab	05:04:14.25	-70:33:15.60	23.3787.757	
OGLE-LMC-RRLYR-04104	LMC119.7	15168	RRab	05:04:14.38	-69:20:29.10	LMC_SC14_140109	1.3805.1740
OGLE-LMC-RRLYR-04105	LMC122.7	17112	RRab	05:04:14.57	-71:08:04.70		
OGLE-LMC-RRLYR-04106	LMC118.7	57576	RRab	05:04:14.73	-68:40:08.70	LMC_SC14_187026	19.3815.1017
OGLE-LMC-RRLYR-04108	LMC122.8	14521	RRab	05:04:14.80	-71:11:07.40		
OGLE-LMC-RRLYR-04109	LMC120.6	18854	RRab	05:04:14.82	-69:50:09.20		
OGLE-LMC-RRLYR-04110	LMC118.6	10224	RRab	05:04:14.87	-68:36:50.40	LMC_SC14_190890	
OGLE-LMC-RRLYR-04117	LMC120.5	20780	RRab	05:04:16.41	-69:41:06.80		
OGLE-LMC-RRLYR-04118	LMC118.5	8414	RRab	05:04:16.42	-68:29:00.20	19.3818.827	
OGLE-LMC-RRLYR-04119	LMC118.6	10257	RRab	05:04:16.85	-68:36:28.40	19.3816.832	
OGLE-LMC-RRLYR-04122	LMC119.7	67644	RRab	05:04:17.08	-69:18:33.30	LMC_SC14_144053	
OGLE-LMC-RRLYR-04124	LMC119.6	15043	RRab	05:04:17.65	-69:12:55.10	LMC_SC14_149361	1.3928.1272
OGLE-LMC-RRLYR-04126	LMC122.6	20356	RRab	05:04:18.17	-70:58:48.00	23.3901.150	
OGLE-LMC-RRLYR-04128	LMC120.8	16159	RRab	05:04:18.44	-70:06:05.50		
OGLE-LMC-RRLYR-04129	LMC119.6	67282	RRab	05:04:18.90	-69:09:43.60	LMC_SC14_153021	
OGLE-LMC-RRLYR-04130	LMC116.8	1441	RRab	05:04:19.00	-67:39:00.10		
OGLE-LMC-RRLYR-04131	LMC116.6	2820	RRab	05:04:19.88	-67:22:36.70		
OGLE-LMC-RRLYR-04132	LMC119.8	11931	RRab	05:04:19.91	-69:32:38.80	LMC_SC14_127495	
OGLE-LMC-RRLYR-04135	LMC122.5	22501	RRab	05:04:20.34	-70:52:13.20		
OGLE-LMC-RRLYR-04136	LMC119.6	68438	RRab	05:04:20.39	-69:08:33.50	LMC_SC14_153821	1.3929.1329
OGLE-LMC-RRLYR-04137	LMC116.8	1479	RRab	05:04:20.68	-67:43:45.10		
OGLE-LMC-RRLYR-04142	LMC115.5	2607	RRab	05:04:21.57	-66:40:00.90		
OGLE-LMC-RRLYR-04143	LMC119.6	13966	RRab	05:04:21.60	-69:11:33.10	LMC_SC14_153161	
OGLE-LMC-RRLYR-04144	LMC119.8	21690	RRab	05:04:22.03	-69:29:17.40	LMC_SC14_131075	
OGLE-LMC-RRLYR-04145	LMC122.7	17195	RRab	05:04:22.28	-71:02:51.00		
OGLE-LMC-RRLYR-04146	LMC119.8	21697	RRab	05:04:22.40	-69:30:10.60	LMC_SC14_127923	
OGLE-LMC-RRLYR-04147	LMC120.7	18121	RRab	05:04:22.46	-69:57:54.00	10.3916.847	
OGLE-LMC-RRLYR-04148	LMC118.6	50800	RRab	05:04:22.48	-68:32:05.90		
OGLE-LMC-RRLYR-04149	LMC117.7	34722	RRab	05:04:22.64	-68:04:14.60		
OGLE-LMC-RRLYR-04152	LMC118.6	10334	RRab	05:04:22.95	-68:38:26.00	LMC_SC14_190569	
OGLE-LMC-RRLYR-04153	LMC116.6	1299	RRab	05:04:23.19	-67:24:50.30		
OGLE-LMC-RRLYR-04156	LMC121.6	50493	RRab	05:04:23.30	-70:18:53.90	23.3911.787	
OGLE-LMC-RRLYR-04157	LMC120.6	55881	RRab	05:04:23.54	-69:45:48.30		
OGLE-LMC-RRLYR-04158	LMC117.7	34734	RRab	05:04:23.67	-68:06:15.70	19.3944.644	
OGLE-LMC-RRLYR-04159	LMC117.7	863	RRab	05:04:24.05	-68:09:19.10	19.3944.240	
OGLE-LMC-RRLYR-04160	LMC115.5	1443	RRab	05:04:24.21	-66:38:59.90	53.3966.1082	
OGLE-LMC-RRLYR-04161	LMC121.6	21626	RRab	05:04:24.53	-70:22:31.00	23.3910.513	
OGLE-LMC-RRLYR-04163	LMC120.6	18281	RRab	05:04:24.88	-69:48:40.70	10.3919.513	
OGLE-LMC-RRLYR-04164	LMC118.7	12106	RRab	05:04:25.40	-68:48:04.30	LMC_SC14_180250	
OGLE-LMC-RRLYR-04165	LMC119.5	27557	RRab	05:04:26.31	-69:03:08.90	LMC_SC14_160955	
OGLE-LMC-RRLYR-04167	LMC121.6	50536	RRab	05:04:26.73	-70:19:48.10	23.3911.757	
OGLE-LMC-RRLYR-04169	LMC116.7	3254	RRab	05:04:27.24	-67:33:33.60		
OGLE-LMC-RRLYR-04170	LMC119.5	81385	RRab	05:04:27.93	-68:57:20.10	LMC_SC14_170676	1.3932.1138
OGLE-LMC-RRLYR-04171	LMC119.6	27815	RRab	05:04:28.01	-69:12:17.00	LMC_SC14_217388	
OGLE-LMC-RRLYR-04172	LMC118.5	8818	RRab	05:04:28.42	-68:28:33.50		
OGLE-LMC-RRLYR-04174	LMC118.5	7967	RRab	05:04:28.76	-68:29:47.80	19.3938.594	
OGLE-LMC-RRLYR-04175	LMC117.6	7986	RRab	05:04:28.83	-68:00:52.20	19.3946.803	
OGLE-LMC-RRLYR-04176	LMC117.7	42311	RRab	05:04:29.01	-68:07:54.30		
OGLE-LMC-RRLYR-04177	LMC117.5	7022	RRab	05:04:29.61	-67:54:10.90		
OGLE-LMC-RRLYR-04178	LMC122.8	15399	RRab	05:04:29.65	-71:12:04.00		
OGLE-LMC-RRLYR-04179	LMC117.6	7460	RRab	05:04:29.72	-68:00:09.30	19.3946.615	
OGLE-LMC-RRLYR-04180	LMC117.8	45556	RRab	05:04:29.99	-68:15:24.90	19.3942.701	
OGLE-LMC-RRLYR-04181	LMC121.6	50056	RRab	05:04:30.12	-70:21:14.00		
OGLE-LMC-RRLYR-04182	LMC122.5	22692	RRab	05:04:30.47	-70:43:59.00		
OGLE-LMC-RRLYR-04184	LMC118.7	12205	RRab	05:04:30.59	-68:44:40.40	LMC_SC14_253696	1.3935.552
OGLE-LMC-RRLYR-04185	LMC120.7	52654	RRab	05:04:30.70	-69:54:23.40		
OGLE-LMC-RRLYR-04187	LMC121.7	44136	RRab	05:04:31.14	-70:27:38.40	23.3909.723	
OGLE-LMC-RRLYR-04188	LMC118.6	50403	RRab	05:04:31.22	-68:34:23.30		
OGLE-LMC-RRLYR-04189	LMC120.8	16321	RRab	05:04:31.25	-70:06:45.60		
OGLE-LMC-RRLYR-04190	LMC115.8	3147	RRab	05:04:31.30	-67:07:52.50		
OGLE-LMC-RRLYR-04193	LMC120.7	18214	RRab	05:04:31.77	-69:56:38.80		
OGLE-LMC-RRLYR-04194	LMC115.5	1529	RRab	05:04:32.53	-66:40:49.00	53.3966.212	
OGLE-LMC-RRLYR-04198	LMC121.7	44162	RRab	05:04:33.27	-70:27:55.20	23.3909.787	
OGLE-LMC-RRLYR-04199	LMC121.7	18354	RRab	05:04:33.47	-70:31:48.20	23.3908.583	
OGLE-LMC-RRLYR-04200	LMC119.7	81030	RRab	05:04:33.86	-69:17:53.70	LMC_SC14_213010	1.3926.1676
OGLE-LMC-RRLYR-04201	LMC121.8	15164	RRab	05:04:34.02	-70:42:16.30	23.3905.758	
OGLE-LMC-RRLYR-04202	LMC118.7	12284	RRab	05:04:34.05	-68:47:01.80	LMC_SC14_253195	1.3934.827
OGLE-LMC-RRLYR-04203	LMC116.5	258	RRab	05:04:34.07	-67:14:04.50		
OGLE-LMC-RRLYR-04204	LMC117.7	9403	RRab	05:04:34.11	-68:09:07.00	19.3944.833	
OGLE-LMC-RRLYR-04207	LMC119.8	67264	RRab	05:04:34.27	-69:26:05.40	LMC_SC14_197554	1.3924.190
OGLE-LMC-RRLYR-04208	LMC118.7	57904	RRab	05:04:34.29	-68:40:12.50	LMC_SC14_258204	19.3936.1177
OGLE-LMC-RRLYR-04209	LMC121.6	21721	RRab	05:04:34.34	-70:23:52.70	23.3910.684	
OGLE-LMC-RRLYR-04211	LMC118.6	52113	RRab	05:04:34.50	-68:30:49.50		
OGLE-LMC-RRLYR-04212	LMC116.5	1596	RRab	05:04:34.69	-67:11:23.50		
OGLE-LMC-RRLYR-04214	LMC121.6	50635	RRab	05:04:34.91	-70:20:11.40		
OGLE-LMC-RRLYR-04215	LMC118.8	64548	RRab	05:04:34.98	-68:50:05.70	LMC_SC14_249143	1.3933.874
OGLE-LMC-RRLYR-04216	LMC116.7	1650	RRab	05:04:35.08	-67:36:23.80		
OGLE-LMC-RRLYR-04217	LMC120.5	63511	RRab	05:04:35.10	-69:36:38.10	10.3922.978	
OGLE-LMC-RRLYR-04219	LMC119.7	29113	RRab	05:04:35.49	-69:22:04.70	LMC_SC14_206750	1.3925.1331
OGLE-LMC-RRLYR-04220	LMC119.6	80097	RRab	05:04:35.54	-69:09:12.50	LMC_SC14_222964	1.3929.1559
OGLE-LMC-RRLYR-04221	LMC117.8	9799	RRab	05:04:35.59	-68:18:35.70	19.3941.263	
OGLE-LMC-RRLYR-04223	LMC121.7	44192	RRab	05:04:35.77	-70:26:57.40		
OGLE-LMC-RRLYR-04225	LMC120.6	18647	RRab	05:04:36.34	-69:49:54.40		
OGLE-LMC-RRLYR-04227	LMC121.5	22982	RRab	05:04:37.21	-70:14:27.10	10.3912.425	
OGLE-LMC-RRLYR-04229	LMC119.8	68229	RRab	05:04:37.45	-69:27:05.70	LMC_SC14_197349	
OGLE-LMC-RRLYR-04230	LMC120.6	56070	RRab	05:04:37.56	-69:41:56.30	10.3920.915	
OGLE-LMC-RRLYR-04231	LMC118.8	14743	RRab	05:04:37.57	-68:56:18.10	LMC_SC14_240278	1.3932.1823
OGLE-LMC-RRLYR-04232	LMC120.6	56071	RRab	05:04:37.59	-69:43:39.00		
OGLE-LMC-RRLYR-04233	LMC119.7	29186	RRab	05:04:37.87	-69:22:17.10	LMC_SC14_206709	1.3925.2068
OGLE-LMC-RRLYR-04234	LMC115.8	1758	RRab	05:04:38.16	-67:06:01.30		
OGLE-LMC-RRLYR-04235	LMC118.7	57975	RRab	05:04:38.19	-68:39:30.80	LMC_SC14_262481	19.3936.899
OGLE-LMC-RRLYR-04236	LMC119.5	81654	RRab	05:04:38.43	-68:58:59.20	LMC_SC14_235600	
OGLE-LMC-RRLYR-04237	LMC119.7	29207	RRab	05:04:38.51	-69:20:53.30	LMC_SC14_208067	1.3926.1784
OGLE-LMC-RRLYR-04238	LMC119.7	80002	RRab	05:04:38.67	-69:17:03.90	LMC_SC14_211654	
OGLE-LMC-RRLYR-04239	LMC117.8	45646	RRab	05:04:39.19	-68:14:05.10	19.3942.764	
OGLE-LMC-RRLYR-04240	LMC117.5	34816	RRab	05:04:39.24	-67:50:06.90		
OGLE-LMC-RRLYR-04242	LMC119.5	28980	RRab	05:04:39.80	-69:02:52.70	LMC_SC14_230853	
OGLE-LMC-RRLYR-04243	LMC118.6	51065	RRab	05:04:39.82	-68:32:02.00	19.3938.1203	
OGLE-LMC-RRLYR-04244	LMC121.6	21795	RRab	05:04:40.14	-70:25:21.40	23.3910.656	
OGLE-LMC-RRLYR-04245	LMC120.8	47546	RRab	05:04:40.17	-70:00:03.10	10.3916.638	
OGLE-LMC-RRLYR-04246	LMC116.7	3470	RRab	05:04:40.25	-67:35:17.80		
OGLE-LMC-RRLYR-04247	LMC119.8	67363	RRab	05:04:40.79	-69:25:41.00	LMC_SC14_201526	1.3924.228
OGLE-LMC-RRLYR-04248	LMC120.7	17721	RRab	05:04:41.00	-69:59:10.90		
OGLE-LMC-RRLYR-04251	LMC120.5	63595	RRab	05:04:41.38	-69:35:42.60		
OGLE-LMC-RRLYR-04252	LMC116.5	1697	RRab	05:04:41.63	-67:11:31.40		
OGLE-LMC-RRLYR-04253	LMC119.8	22004	RRab	05:04:41.70	-69:32:54.00	LMC_SC14_192955	
OGLE-LMC-RRLYR-04254	LMC120.7	52796	RRab	05:04:42.08	-69:54:09.70		
OGLE-LMC-RRLYR-04255	LMC119.6	79099	RRab	05:04:42.10	-69:06:33.80	LMC_SC14_226316	
OGLE-LMC-RRLYR-04257	LMC119.8	67006	RRab	05:04:42.30	-69:27:23.20	LMC_SC14_196945	
OGLE-LMC-RRLYR-04258	LMC120.6	18533	RRab	05:04:42.44	-69:47:07.20		
