# Extinction map of the Large Magellanic Cloud derived using OGLE-III RR Lyr stars
#
# When using this map, please cite our paper: Pejcha & Stanek (2009)
#
# Version: May 19 2009
#
# Description
# 
# The map is given sinusoidal projection. You can compute projected coordinates (x,y) for your target from
#  x = (RA-80.35)*cos(DEC)
#  y = DEC+69.68
# Here RA and DEC are given in degrees. The map is pixelized in fixed spatial resolution of 0.2 sq. deg.
#
# Column 1: Minimum x
# Column 2: Maximum x
# Column 3: Minimum y
# Column 4: Maximum y
# Column 5: mean E(V-I)
# Column 6: rms of E(V-I)
# Column 7: internal reddening in the sense E(V-I)_distant - E(V-I)_close
# Column 8: Number of stars in pixel
#
#
# If number of stars in pixel is < 2 we give zeros in Columns 5-7.
# If number of stars in pixel is < 4 we give zero in Column 7.
# Robust rms scatter of internal reddening is 0.058 mag. Therefore, all values of internal reddening that are lower than ~0.06 mag are consistent with zero.
#
#
minX     maxX    minY    maxY   Ext    rms     delta  n
 4.500   4.700   2.600   2.800  0.000  0.000   0.000  0
 4.500   4.700   2.800   3.000  0.000  0.000   0.000  0
 4.500   4.700   3.000   3.200  0.000  0.000   0.000  0
 4.500   4.700   3.200   3.400  0.000  0.000   0.000  0
 4.700   4.900  -3.400  -3.200  0.000  0.000   0.000  0
 4.700   4.900  -3.200  -3.000  0.000  0.000   0.000  0
 4.700   4.900  -3.000  -2.800  0.000  0.000   0.000  0
 4.700   4.900  -2.800  -2.600  0.000  0.000   0.000  0
 4.700   4.900  -2.600  -2.400  0.000  0.000   0.000  0
 4.700   4.900  -2.400  -2.200  0.000  0.000   0.000  0
 4.700   4.900  -2.200  -2.000  0.000  0.000   0.000  0
 4.700   4.900  -2.000  -1.800  0.000  0.000   0.000  0
 4.700   4.900  -1.800  -1.600  0.000  0.000   0.000  0
 4.700   4.900  -1.600  -1.400  0.000  0.000   0.000  0
 4.700   4.900  -1.400  -1.200  0.000  0.000   0.000  0
 4.700   4.900  -1.200  -1.000  0.000  0.000   0.000  0
 4.700   4.900  -1.000  -0.800  0.000  0.000   0.000  0
 4.700   4.900  -0.800  -0.600  0.000  0.000   0.000  0
 4.700   4.900  -0.600  -0.400  0.000  0.000   0.000  0
 4.700   4.900  -0.400  -0.200  0.000  0.000   0.000  0
 4.700   4.900  -0.200  -0.000  0.000  0.000   0.000  0
 4.700   4.900   0.000   0.200  0.000  0.000   0.000  0
 4.700   4.900   0.200   0.400  0.000  0.000   0.000  0
 4.700   4.900   0.400   0.600  0.000  0.000   0.000  0
 4.700   4.900   0.600   0.800  0.000  0.000   0.000  0
 4.700   4.900   0.800   1.000  0.000  0.000   0.000  0
 4.700   4.900   1.000   1.200  0.000  0.000   0.000  0
 4.700   4.900   1.200   1.400  0.000  0.000   0.000  0
 4.700   4.900   1.400   1.600  0.000  0.000   0.000  0
 4.700   4.900   1.600   1.800  0.000  0.000   0.000  0
 4.700   4.900   1.800   2.000  0.000  0.000   0.000  0
 4.700   4.900   2.000   2.200  0.000  0.000   0.000  0
 4.700   4.900   2.200   2.400  0.000  0.000   0.000  0
 4.700   4.900   2.400   2.600  0.000  0.000   0.000  0
 4.700   4.900   2.600   2.800  0.000  0.000   0.000  0
 4.700   4.900   2.800   3.000  0.000  0.000   0.000  0
 4.700   4.900   3.000   3.200  0.000  0.000   0.000  0
 4.700   4.900   3.200   3.400  0.000  0.000   0.000  0
 4.900   5.100  -3.400  -3.200  0.000  0.000   0.000  0
 4.900   5.100  -3.200  -3.000  0.000  0.000   0.000  0
 4.900   5.100  -3.000  -2.800  0.000  0.000   0.000  0
 4.900   5.100  -2.800  -2.600  0.000  0.000   0.000  0
 4.900   5.100  -2.600  -2.400  0.000  0.000   0.000  0
 4.900   5.100  -2.400  -2.200  0.000  0.000   0.000  0
 4.900   5.100  -2.200  -2.000  0.000  0.000   0.000  0
 4.900   5.100  -2.000  -1.800  0.000  0.000   0.000  0
 4.900   5.100  -1.800  -1.600  0.000  0.000   0.000  0
 4.900   5.100  -1.600  -1.400  0.000  0.000   0.000  0
 4.900   5.100  -1.400  -1.200  0.000  0.000   0.000  0
 4.900   5.100  -1.200  -1.000  0.000  0.000   0.000  0
 4.900   5.100  -1.000  -0.800  0.000  0.000   0.000  0
 4.900   5.100  -0.800  -0.600  0.000  0.000   0.000  0
 4.900   5.100  -0.600  -0.400  0.000  0.000   0.000  0
 4.900   5.100  -0.400  -0.200  0.000  0.000   0.000  0
 4.900   5.100  -0.200  -0.000  0.000  0.000   0.000  0
 4.900   5.100   0.000   0.200  0.000  0.000   0.000  0
 4.900   5.100   0.200   0.400  0.000  0.000   0.000  0
 4.900   5.100   0.400   0.600  0.000  0.000   0.000  0
 4.900   5.100   0.600   0.800  0.000  0.000   0.000  0
 4.900   5.100   0.800   1.000  0.000  0.000   0.000  0
 4.900   5.100   1.000   1.200  0.000  0.000   0.000  0
 4.900   5.100   1.200   1.400  0.000  0.000   0.000  0
 4.900   5.100   1.400   1.600  0.000  0.000   0.000  0
 4.900   5.100   1.600   1.800  0.000  0.000   0.000  0
 4.900   5.100   1.800   2.000  0.000  0.000   0.000  0
 4.900   5.100   2.000   2.200  0.000  0.000   0.000  0
 4.900   5.100   2.200   2.400  0.000  0.000   0.000  0
 4.900   5.100   2.400   2.600  0.000  0.000   0.000  0
 4.900   5.100   2.600   2.800  0.000  0.000   0.000  0
 4.900   5.100   2.800   3.000  0.000  0.000   0.000  0
 4.900   5.100   3.000   3.200  0.000  0.000   0.000  0
 4.900   5.100   3.200   3.400  0.000  0.000   0.000  0
